g,gamma_phi,gamma_thermal,memory,record,coherence,mixedness,classical_score,quantum_score,regime
3.6333333333333333,3.6333333333333333,0.2602832329238714,0.05171912972893348,0.5640436706530073,0.014505228741227998,0.996383862926079,0.014638668587770857,0.0002123372363326453,dissolved
3.6666666666666665,3.6666666666666665,0.26061538461538464,0.052073142564915985,0.5636316897983158,0.014442069472929045,0.9963221270292641,0.014729009589193683,0.00021271737975457326,dissolved
3.7,3.7,0.2609394145677332,0.05242254958979414,0.5632300691829351,0.014379015532059093,0.9962605212421471,0.014818183959170611,0.00021307089730582314,dissolved
3.7333333333333334,3.7333333333333334,0.2612555786968164,0.05276745195124991,0.5628384707309463,0.014316083722657491,0.9961990505154127,0.014906219228663673,0.00021339868246583613,dissolved
3.7666666666666666,3.7666666666666666,0.2615641231984783,0.053107947468922834,0.5624565697540712,0.014253289736594217,0.9961377195649255,0.01499314190330772,0.0002137015956097166,dissolved
3.8,3.8,0.2618652849740932,0.05344413077756772,0.5620840543369776,0.014190648218531362,0.9960765328825832,0.015078977513919125,0.0002139804653951709,dissolved
3.8333333333333335,3.8333333333333335,0.2621592920353983,0.05377609346327564,0.5617206247541316,0.014128172827053335,0.996015494746481,0.0151637506641535,0.00021423609008950544,dissolved
3.8666666666666667,3.8666666666666667,0.2624463638896629,0.054103924193067816,0.5613659929164565,0.01406587629219295,0.9959546092304478,0.015247485075476632,0.0002144692388387126,dissolved
3.9,3.9,0.2627267119062307,0.05442770883816494,0.561019881846142,0.014003770469567092,0.9958938802130106,0.01533020362960373,0.00021468065288069498,dissolved
3.933333333333333,3.933333333333333,0.26300053966540743,0.05474753059123069,0.5606820251780607,0.013941866391323776,0.9958333113858289,0.015411928408555573,0.00021487104670472908,dissolved
3.966666666666667,3.966666666666667,0.2632680432906182,0.05506347007788052,0.5603521666863206,0.013880174314091212,0.9957729062616485,0.015492680732471687,0.00021504110915926934,dissolved
4.0,4.0,0.2635294117647059,0.05537560546273129,0.5600300598345797,0.013818703764106393,0.9957126681818101,0.015572481195311974,0.0002151915045101336,dissolved
