noise_strength,structure_fraction,structured_syndrome_mi_bits,aligned_logical_env_mi_bits,unaligned_logical_env_mi_bits,unaligned_coherence,aligned_coherence,alignment_gain,aligned_entanglement_fidelity,unaligned_entanglement_fidelity,aligned_coherent_information_bits,unaligned_coherent_information_bits,noise_tailored_score,regime
1.4666666666666666,0.0,6.205327753771953e-18,0.92653255158189,0.9265325515818899,0.11635480280870387,0.11635480280870387,0.0,0.5581774014043519,0.5581774014043519,0.00978807631644596,0.00978807631644596,5.304494412281065e-20,no_syndrome
1.4833333333333334,0.0,6.205327753771953e-18,0.9304985018557569,0.9304985018557569,0.1107723839816506,0.1107723839816506,0.0,0.5553861919908253,0.5553861919908253,0.00886950106904938,0.00886950106904938,4.777386672557579e-20,no_syndrome
1.5,0.0,6.205327753771953e-18,0.9342857553218472,0.9342857553218472,0.1053992245618643,0.1053992245618643,0.0,0.5526996122809321,0.5526996122809321,0.008028350324473132,0.008028350324473132,4.2979529927132867e-20,no_syndrome
1.5166666666666666,0.0,6.205327753771953e-18,0.9378999585307396,0.9378999585307396,0.10023099791164465,0.10023099791164465,0.0,0.5501154989558223,0.5501154989558223,0.007259022604714893,0.007259022604714893,3.8624126385812967e-20,no_syndrome
1.5333333333333332,0.0,6.205327753771953e-18,0.9413467334609216,0.9413467334609216,0.09526325532781017,0.09526325532781017,0.0,0.547631627663905,0.547631627663905,0.006556229574264827,0.006556229574264827,3.4672275688052397e-20,no_syndrome
1.55,0.0,6.205327753771953e-18,0.9446316793090087,0.9446316793090087,0.09049144166369587,0.09049144166369587,0.0,0.545245720831848,0.545245720831848,0.005914987333090149,0.005914987333090149,3.109092076324224e-20,no_syndrome
1.5666666666666667,0.0,6.205327753771953e-18,0.9477603727574591,0.9477603727574591,0.08591091046935917,0.08591091046935917,0.0,0.5429554552346796,0.5429554552346796,0.005330607076954208,0.005330607076954208,2.7849225135243894e-20,no_syndrome
1.5833333333333333,0.0,6.205327753771953e-18,0.9507383651416539,0.9507383651416538,0.08151693862468955,0.08151693862468955,0.0,0.5407584693123447,0.5407584693123447,0.00479868523089233,0.00479868523089233,2.4918471960131107e-20,no_syndrome
1.6,0.0,6.205327753771953e-18,0.9535711753508412,0.9535711753508412,0.0773047404432997,0.0773047404432997,0.0,0.5386523702216498,0.5386523702216498,0.004315093156373129,0.004315093156373129,2.2271965283883622e-20,no_syndrome
1.6166666666666667,0.0,6.205327753771953e-18,0.956264277903067,0.956264277903067,0.07326948122819349,0.07326948122819349,0.0,0.5366347406140968,0.5366347406140968,0.0038759665270409194,0.0038759665270409194,1.9884933502166045e-20,no_syndrome
1.6333333333333333,0.0,6.205327753771953e-18,0.9588230863558184,0.9588230863558184,0.06940629026324764,0.06940629026324764,0.0,0.5347031451316239,0.5347031451316239,0.003477694462018288,0.003477694462018288,1.7734434670978663e-20,no_syndrome
1.65,0.0,6.205327753771953e-18,0.9612529329539532,0.9612529329539532,0.06571027322750286,0.06571027322750286,0.0,0.5328551366137514,0.5328551366137514,0.0031169084996431895,0.0031169084996431895,1.5799263135886926e-20,no_syndrome
1.6666666666666667,0.0,6.205327753771953e-18,0.9635590460702842,0.9635590460702842,0.06217652402211628,0.06217652402211628,0.0,0.5310882620110582,0.5310882620110582,0.0027904714882708292,0.0027904714882708292,1.4059856928385174e-20,no_syndrome
1.6833333333333333,0.0,6.205327753771953e-18,0.9657465274662211,0.9657465274662211,0.058800136002584207,0.058800136002584207,0.0,0.5294000680012921,0.5294000680012921,0.002495466464469298,0.002495466464469298,1.2498205505979604e-20,no_syndrome
1.7,0.0,6.205327753771953e-18,0.9678203316169174,0.9678203316169174,0.05557621261148307,0.05557621261148307,0.0,0.5277881063057416,0.5277881063057416,0.0022291855826341855,0.0022291855826341855,1.1097757652517431e-20,no_syndrome
1.7166666666666666,0.0,6.205327753771953e-18,0.969785249267124,0.969785249267124,0.05249987740949914,0.05249987740949914,0.0,0.5262499387047496,0.5262499387047496,0.0019891191537997344,0.0019891191537997344,9.843329658249843e-21,no_syndrome
1.7333333333333334,0.0,6.205327753771953e-18,0.9716458970091099,0.9716458970091099,0.049566283504911726,0.049566283504911726,0.0,0.5247831417524559,0.5247831417524559,0.001772944845283786,0.001772944845283786,8.721014210866884e-21,no_syndrome
1.75,0.0,6.205327753771953e-18,0.9734067140412093,0.9734067140412093,0.046770622383958974,0.046770622383958974,0.0,0.5233853111919795,0.5233853111919795,0.0015785170868228837,0.0015785170868228837,7.718090698019539e-21,no_syndrome
1.7666666666666666,0.0,6.205327753771953e-18,0.9750719664495119,0.9750719664495119,0.04410813214664534,0.04410813214664534,0.0,0.5220540660733227,0.5220540660733227,0.0014038567230630905,0.0014038567230630905,6.822937807372289e-21,no_syndrome
