p_noise,correction_interval,correction_rate,record,monitoring_cost,bit_fidelity,bit_advantage,plus_fidelity,code_population,logical_coherence,productive_score,regime
0.00125,10,0.1,0.9994924712139436,0.15637639372196976,0.9893785531721832,0.9787571063443663,0.914924097389523,0.9925280781543068,0.8373201166247389,0.7442079780284026,productive
0.00125,11,0.09090909090909091,0.9989535302746325,0.1356315509446412,0.974599042332764,0.9491980846655279,0.9114960841474007,0.9778068113191234,0.8451853569756772,0.7150175190644494,productive
0.00125,12,0.08333333333333333,0.9980979426127404,0.1356315509446412,0.9961112270757888,0.9922224541515776,0.9321842245276891,1.0000000000000107,0.864368449055368,0.7994838699030883,productive
0.00125,13,0.07692307692307693,0.9968585630378793,0.11437658908262405,0.9704781124364161,0.9409562248728323,0.9184610721386652,0.9741723260550974,0.8627498182222307,0.7263581908162159,productive
0.00125,14,0.07142857142857142,0.9951838190310288,0.11437658908262405,0.9881801512319663,0.9763603024639327,0.9357670900802957,0.992528078154304,0.8790061020062847,0.7970995652132277,productive
0.00125,15,0.06666666666666667,0.9930393801316743,0.09259896422400005,0.9524307847383712,0.9048615694767423,0.9119955179934772,0.9562703394700037,0.867720696516949,0.6847554370794358,productive
0.00125,16,0.0625,0.9904074979477991,0.09259896422400005,0.9661412947576928,0.9322825895153857,0.9256197507809262,0.9705559905018607,0.8806835110599898,0.7375995557068914,productive
0.00125,17,0.058823529411764705,0.9872849986099358,0.09259896422400005,0.9800917713604098,0.9601835427208196,0.9395195593986222,0.9851305957966935,0.8939085230005486,0.7944141468384779,productive
0.00125,18,0.05555555555555555,0.9836806832556286,0.09259896422400005,0.9942872586679938,0.9885745173359877,0.9537005178880094,1.0000000000000113,0.9074010357760082,0.855501352588343,productive
0.00125,19,0.05263157894736842,0.9796126349734647,0.07028582400000005,0.9412310710127438,0.8824621420254877,0.9125061393135178,0.9457422769262147,0.87927000170082,0.6696177203578149,productive
0.00125,20,0.05,0.9751057193808106,0.07028582400000005,0.9512381197775185,0.902476239555037,0.9226642150818006,0.956270339470004,0.8890580906935958,0.7079299362815512,productive
0.00125,21,0.047619047619047616,0.9701894171762189,0.07028582400000005,0.961370242245971,0.922740484491942,0.9329760041726158,0.9669577140242899,0.8989942943209382,0.7483667217321675,productive
0.00125,22,0.045454545454545456,0.9648960326755942,0.07028582400000005,0.9716294139114098,0.9432588278228196,0.9434438325959353,0.9778068113191234,0.909080853872746,0.7910473820236338,productive
0.00125,23,0.043478260869565216,0.9592592681774077,0.07028582400000005,0.9820176434714132,0.9640352869428264,0.9540700615592149,0.9888200785640231,0.9193200445544061,0.8360980388139929,productive
0.00125,24,0.041666666666666664,0.953313126638417,0.07028582400000005,0.9925369733288382,0.9850739466576763,0.9648570880000095,1.0000000000000087,0.9297141760000089,0.8836520260466482,productive
0.00125,25,0.04,0.9470910943469678,0.04742400000000002,0.9167925922764268,0.8335851845528537,0.8999257505165253,0.9217830706886951,0.8780684303443549,0.6071748257492442,productive
