monitor_strength,leakage_fraction,context_correlation,public_error_mi_bits,excess_agency_leakage_bits,raw_agency_mi_bits,record_burden,restraint_score,regime
1.3666666666666667,0.01,0.35,0.6916741834945399,0.00011821736743557136,0.06700798893209527,0.08916078383870563,0.6299294937222287,restraint_interval
1.4,0.01,0.35,0.7079835913028548,0.00012405389199106228,0.06833103547260036,0.09335109624607907,0.6418129176618105,restraint_interval
1.4333333333333333,0.01,0.35,0.7237302769748355,0.0001300310067433117,0.06959510862027846,0.09762240088501217,0.6529930693548889,restraint_interval
1.4666666666666666,0.01,0.35,0.7389089364377482,0.00013614870819673032,0.0708003747644031,0.1019733693034387,0.6634695597572231,restraint_interval
1.5,0.01,0.35,0.7535171445870551,0.00014240699277336355,0.07194789283069336,0.10640265289148432,0.6732450329480479,restraint_interval
1.5333333333333332,0.01,0.35,0.7675553424499839,0.00014880585681302093,0.07303967077452138,0.11090888357654394,0.6823250872553124,restraint_interval
1.5666666666666667,0.01,0.35,0.781026742938473,0.0001553452965736225,0.07407861396146946,0.1154906745257539,0.6907181210913756,restraint_interval
1.6,0.01,0.35,0.7939371350631805,0.00016202530823045038,0.0750683597916867,0.12014662085535621,0.6984350886148158,restraint_interval
1.6333333333333333,0.01,0.35,0.8062945795210537,0.0001688458878771074,0.07601301000016028,0.12487530034644823,0.7054891626754488,restraint_interval
1.6666666666666667,0.01,0.35,0.8181090041836543,0.00017580703152475684,0.07691678804762185,0.1296752741666095,0.7118953165583971,restraint_interval
1.7,0.01,0.35,0.8293917238712232,0.0001829087351025461,0.07778366131590926,0.1345450875968931,0.7176698496319421,restraint_interval
1.7333333333333334,0.01,0.35,0.8401549224534758,0.00019015099445736592,0.07861697457440729,0.13948327076367317,0.7228298929578746,restraint_interval
1.7666666666666666,0.01,0.35,0.8504111446045955,0.0001975338053540966,0.07941914153478222,0.1444883393748303,0.7273929374517141,restraint_interval
1.8,0.01,0.35,0.8601728478802952,0.00020505716347537375,0.08019143542088265,0.14955879545976702,0.7313764281287904,restraint_interval
1.8333333333333333,0.01,0.35,0.8694520623917803,0.00021272106442170934,0.08093390831358814,0.15469312811273395,0.7347974629610282,restraint_interval
1.8666666666666667,0.01,0.35,0.8782601953094871,0.00022052550371168354,0.08164545404156123,0.15988981423895798,0.7376726243188925,restraint_interval
1.9,0.01,0.35,0.8866080016880146,0.0002284704767815682,0.08232401226277912,0.16514731930305648,0.7400179560445087,restraint_interval
