protocol,window_start,step,round,updated,total_bits,exported_bits,retained_bits,contraction_bits,sorted_bits,destroyed_bits,sector_total_bits,sector_exported_bits,sector_retained_bits,sector_contraction_bits,sector_sorted_bits,sector_destroyed_bits,protected_exported_bits,protected_retained_bits,capacity_bits,record_entropy_bits,branches
static_tailored,52,4,56,0.0,2.1294249376167746,1.3479717335429438,0.7814532040738309,0.05789646143610816,0.0009477400894908339,0.056948721346617326,1.3481411198991418,1.347971733542944,0.00016938635619778708,0.0014162805300363956,0.0009477400894906118,0.0004685404405457838,0.0,0.7812838177176333,2.0,1.1011742295661064,256
static_tailored,52,5,57,0.0,2.077472487665564,1.3480770108364377,0.7293954768291264,0.05205772724470448,0.00010527729349396608,0.05195244995121051,1.3480937883456425,1.348077010836437,1.6777509205478935e-05,0.00015260884699230814,0.0001052772934930779,4.733155349923024e-05,0.0,0.7293786993199207,2.0,1.1008370017596119,1024
static_tailored,52,6,58,0.0,2.0303002284397613,1.3480872776011847,0.6822129508385766,0.04718252599054984,1.0266764747024482e-05,0.047172259225802815,1.3480889981637723,1.3480872776011834,1.7205625888472298e-06,1.5056946616631706e-05,1.0266764746358348e-05,4.790181870273358e-06,0.0,0.6822112302759877,2.0,1.0963237401148387,4096
static_tailored,52,7,59,0.0,1.9879205859696845,1.348088341052989,0.6398322449166955,0.042380705921881034,1.063451804172999e-06,0.04237964247007686,1.348088515393,1.3480883410529882,1.7434001176042102e-07,1.5462225770868088e-06,1.0634518048391328e-06,4.82770772247676e-07,0.0,0.6398320705766837,2.0,1.087169537952045,16384
static_tailored,52,8,60,0.0,1.950244097637798,1.3480884490254992,0.6021556486122988,0.03767659630439679,1.0797251026595234e-07,0.037676488331886526,1.3480884669429458,1.348088449025499,1.7917446859527786e-08,1.5642256490089324e-07,1.0797251071004155e-07,4.845005419085169e-08,0.0,0.602155630694852,2.0,1.0733735287034154,65536
static_tailored,60,0,60,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
static_tailored,60,1,61,0.0,2.3901537714242242,1.2866908738919658,1.1034628975322585,1.8965371024677415,1.2866908738919658,0.6098462285757758,1.4262245955516304,1.2866908738919656,0.13953372165966482,1.8604662783403352,1.2866908738919656,0.5737754044483696,0.0,0.9639291758725936,2.0,1.9999999999999991,4
static_tailored,60,2,62,0.0,2.290753102697252,1.363632147423611,0.927120955273641,0.17634194225861743,0.07694127353164526,0.09940066872697217,1.3802883666242378,1.3636321474236106,0.01665621920062721,0.12287750245903761,0.07694127353164504,0.045936228927392575,0.0,0.9104647360730143,2.0,1.0825461466283186,16
static_tailored,60,3,63,0.0,2.2394041594682133,1.3745332479354768,0.8648709115327364,0.06225004374090459,0.010901100511865769,0.051348943229038824,1.3761940509586643,1.3745332479354775,0.0016608030231868298,0.01499541617744038,0.010901100511866879,0.0040943156655735,0.0,0.8632101085095494,2.0,1.0143464916471663,64
static_tailored,60,4,64,0.0,2.198712195243223,1.3755679831464795,0.8231442120967434,0.04172669943599305,0.0010347352110027241,0.04069196422499033,1.3757592136322097,1.3755679831464802,0.00019123048572944334,0.0014695725374573865,0.0010347352110027241,0.00043483732645466233,0.0,0.8229529816110138,2.0,0.9769069167771991,256
static_tailored,60,5,65,0.0,2.1645992163682863,1.3756947201682104,0.788904496200076,0.03423971589666741,0.00012673702173082724,0.034112978874936584,1.3757151235513791,1.3756947201682115,2.0403383167666433e-05,0.0001708271025617769,0.00012673702173127133,4.4090080830505585e-05,0.0,0.7888840928169082,2.0,0.9431023270576575,1024
static_tailored,60,6,66,0.0,2.135929898086582,1.3757081655274188,0.7602217325591631,0.028682763640912823,1.3445359208441587e-05,0.02866931828170438,1.3757104968248814,1.37570816552742,2.3312974615219417e-06,1.8072085706144492e-05,1.3445359208441587e-05,4.626726497702904e-06,0.0,0.7602194012617018,2.0,0.9071545298549064,4096
