protocol,round,logical_error,entanglement_fidelity,updated,estimate_l1_error,meas_estimation_error,syndrome_mi_bits,q_star,eta_star,alignment_floor,channel_p0,channel_p1,channel_p2,channel_meas,calib_p0,calib_p1,calib_p2,calib_meas,calibration_fresh,syndrome_rate_01,syndrome_rate_12
overactive_decoder,30.0,0.07014627909096456,0.9298537209090354,1.0,0.006274513849728547,0.00026218684913970405,0.22482574701535488,0.9995211844882106,0.04662054164148001,97.36639789979152,0.0031441740316305324,0.02696930771302021,0.006424455905454183,0.012835469819817579,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.04375,0.0475
overactive_decoder,31.0,0.07323846218852811,0.9267615378114719,1.0,0.00806479195503053,0.00040788177964550497,0.22507041780544432,0.9995004013071819,0.04663068328423094,93.33627960713332,0.002984894412178174,0.026227159601024466,0.007313306279308064,0.012689774889311778,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.04325,0.042
overactive_decoder,32.0,0.07644028498855077,0.9235597150114492,1.0,0.003349061678015493,0.0011202722446056416,0.2253361148573524,0.9994758329093723,0.046630678602959726,88.96147704945459,0.00285667295034177,0.025330723502645085,0.008339545899614798,0.012551822332002326,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,1.0,0.0405,0.0425
overactive_decoder,33.0,0.07975209291134056,0.9202479070886594,1.0,0.0035723186965614987,0.0009920532887743253,0.22559268013769349,0.9994483007298859,0.046630864269633206,84.52225115321977,0.0027541447757515694,0.024282489993179977,0.009508508253035711,0.01242360337617101,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0.0,0.03675,0.05075
overactive_decoder,34.0,0.08317388864251646,0.9168261113574836,1.0,0.0037734783954020057,0.0008755002314494182,0.22580762280566116,0.9994188674762183,0.04664186478546546,80.26028982502582,0.0026726877712211295,0.023091506782564955,0.0108191941579608,0.012307050318846102,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0.0,0.03675,0.0455
overactive_decoder,35.0,0.08670439475395439,0.9132956052460456,1.0,0.005717498201632445,0.0007724249936009557,0.22595105762052337,0.9993887841514654,0.04667457041145954,76.3634819407257,0.0026083950523989583,0.021775266700338844,0.012262506879656257,0.01220397508099764,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0.0,0.0365,0.045
overactive_decoder,36.0,0.09034046335010168,0.9096595366498983,1.0,0.008739991875645075,0.0006844508960470782,0.22600294443763275,0.9993593680352668,0.04673997051082992,72.9591607722798,0.00255809592988659,0.020360780967414407,0.013820215698232082,0.012116000983443762,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0.0,0.03325,0.04325
overactive_decoder,37.0,0.09407698977214907,0.9059230102278509,1.0,0.011900045234457805,0.0006129400724466175,0.22596168928326985,0.9993318216319913,0.04684885413169465,70.11429339042112,0.0025194097953144057,0.018884337256706765,0.015465139211764987,0.012044490159843301,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0.0,0.04075,0.04375
overactive_decoder,38.0,0.09790741203013131,0.9020925879698687,1.0,0.015121022012289907,0.0005589197499386439,0.22585221576421624,0.9993070293869599,0.047011421128218385,67.84042532767471,0.0024908061622917,0.01738965756696774,0.017162832666835357,0.011990469837335328,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0.0,0.034,0.04575
overactive_decoder,39.0,0.10182474420859844,0.8981752557914016,1.0,0.018317113342970114,0.0005230113543666769,0.22573108097420408,0.9992853881431625,0.04723686438827964,66.10142825970449,0.002471640441792019,0.01592456948471922,0.01887467019476736,0.011954561441763361,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0.0,0.03075,0.04775
overactive_decoder,40.0,0.10594351427801224,0.8940564857219877,1.0,0.0023671398154353597,0.00028138810219205043,0.22568649516839218,0.9990898789990057,0.04742243441986925,52.10563690768648,0.002462142484583575,0.01453675263053994,0.020561763461632524,0.011936917040637127,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,1.0,0.0275,0.04525
overactive_decoder,41.0,0.10757996247708179,0.8924200375229182,1.0,0.0018849495431461354,0.0002811372014208339,0.22583224976824368,0.9990883693261495,0.047775989803172644,52.40717669292574,0.0024633520066313953,0.013269419852719995,0.022188853958988165,0.011937167941408344,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,0.0,0.025,0.0415
overactive_decoder,42.0,0.1092541666293812,0.8907458333706189,1.0,0.004548698579388885,0.0002639148995068827,0.22629614496619227,0.9990859699424169,0.048211139220906044,52.74568250894201,0.0024770148299320597,0.012157791074768647,0.023727311393978903,0.011954390243322295,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,0.0,0.02775,0.049
overactive_decoder,43.0,0.11096981495230511,0.8890301850476949,1.0,0.006937380031191274,0.00023121339756688487,0.227204894695916,0.9990811584871893,0.04872942379448505,53.03354617209386,0.002505467769706029,0.011226920168835782,0.025156669000074457,0.011987091745262293,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,0.0,0.023,0.04625
